DataWatcher,func_21124_a,*,*,addObject,"adds a new object to dataWatcher to watch, to update an already existing object see updateObject. Arguments: data Value Id, Object to add"
GuiGameOver,func_6450_b,*,*,doesGuiPauseGame,"Returns true if this GUI should pause the game when it is displayed in single-player"
World,func_22141_x,*,*,wakeUpAllPlayers,"Wakes up all players in the world."
World,func_22142_y,*,*,isAllPlayersFullyAsleep,"Returns whether or not all players in the world are fully asleep."
Tessellator,func_985_d,*,*,reset,"Clears the tessellator state in preparation for new drawing."
NBTTagCompound,func_764_f,*,*,getLong,"Retrieves a long value using the specified key, or 0 if no such key was stored."
NBTTagCompound,func_765_a,*,*,setDouble,"Stores a new NBTTagDouble with the given double value into the map with the given string key."
NBTTagCompound,func_763_a,*,*,setCompoundTag,"Stores the given NBTTagCompound into the map with the given string key."
NetClientHandler,func_827_a,*,*,handleEntity,"*"
MobSpawnerBase,func_4123_b,*,*,setColor,"*"
MobSpawnerBase,func_4122_b,*,*,doesNothingForMobSpawnerBase,"At the moment (beta 1.2_02) this doesn't seem to do anything, on the client."
MobSpawnerBase,func_4121_a,*,*,getBiomeFromLookup,"*"
MobSpawnerBase,func_4120_a,*,*,generateBiomeLookup,"*"
MobSpawnerBase,func_4126_a,*,*,getSkyColorByTemp,"takes temperature, returns color"
MobSpawnerBase,func_4125_a,*,*,setBiomeName,"*"
ItemStack,func_1089_c,*,*,getMaxStackSize,"Returns maximum size of the stack."
Path,func_1033_a,*,*,sortBack,"Sorts a point to the left"
TileEntityRenderer,func_1030_a,*,*,renderTileEntity,"Render this TileEntity at its current position from the player"
EntityFish,func_4043_i,*,*,catchFish,"*"
EntityPlayer,func_4044_a,*,*,damageEntity,"Deals damage to the entity. If its a EntityPlayer then will take damage from the armor first and then health second with the reduced value. Args: damageAmount"
EntitySkeleton,func_4045_l,*,*,getHeldItem,"Returns the item that this EntityLiving is holding, if any."
TileEntityFurnace,func_487_i,*,*,smeltItem,"Turn one item from the furnace source stack into the appropriate smelted item in the furnace result stack"
TileEntityFurnace,func_485_a,*,*,isBurning,"Returns true if the furnace is currently burning"
TileEntityMobSpawner,func_484_a,*,*,anyPlayerInRange,"Returns true if there is a player in range (using World.getClosestPlayer)"
TileEntityMobSpawner,func_483_c,*,*,updateDelay,"Sets the delay before a new spawn (base delay of 200 + random number up to 600)."
TileEntityDispenser,func_482_a,*,*,readFromNBT,"Reads a tile entity from NBT."
TileEntityDispenser,func_481_b,*,*,writeToNBT,"Writes a tile entity to NBT."
TileEntity,func_480_a,*,*,getDistanceFrom,"Returns the square of the distance between this entity and the passed in coordinates."
TileEntityFurnace,func_489_b,*,*,getBurnTimeRemainingScaled,"Returns an integer between 0 and the passed value representing how much burn time is left on the current fuel item, where 0 means that the item is exhausted and the passed value means that the item is fresh"
TileEntityFurnace,func_488_a,*,*,getItemBurnTime,"Returns the number of ticks that the supplied fuel item will keep the furnace burning, or 0 if the item isn't fuel"
DataWatcher,func_21130_a,*,*,getWatchableObjectByte,"gets the bytevalue of a watchable object"
DataWatcher,func_21131_a,*,*,readWatchableObjects,"*"
Gui,func_551_a,*,*,drawRect,"Draws a solid color rectangle with the specified coordinates and color."
GuiIngame,func_553_b,*,*,setRecordPlayingMessage,"*"
ItemStack,func_1087_a,*,*,hitBlock,"Calls the corresponding fct in di"
ItemStack,func_1086_a,*,*,writeToNBT,"Write the stack fields to a NBT object. Return the new NBT object."
ItemStack,func_1085_a,*,*,splitStack,"Remove the argument from the stack size. Return a new stack object with argument size."
EntityList,func_1084_a,*,*,createEntity,"create a new instance of an entity by using an entityID"
GuiButton,func_559_a,*,*,mouseReleased,"Fired when the mouse button is released. Equivalent of MouseListener.mouseReleased(MouseEvent e)."
GuiButton,func_558_a,*,*,getHoverState,"Returns 0 if the button is disabled, 1 if the mouse is NOT hovering over this button and 2 if it IS hovering over this button."
EntityList,func_1081_a,*,*,createEntityFromNBT,"create a new instance of an entity from NBT store"
EntityList,func_1080_a,*,*,addMapping,"adds a mapping between Entity classes and both a string representation and an ID"
World,func_612_i,*,*,onBlockHit,"Called whenever a block gets hit. Args: x, y, z, side"
EntityPlayer,func_345_I,*,*,isEntityInsideBlock,,"Used in damage calculation. Calculates entity bounding box and determines if it intersects 'opaque' blocks."
World,func_611_g,*,*,notifyBlocksOfNeighborChange,"Notifies neighboring blocks that this specified block changed  Args: x, y, z, blockID"
Frustrum,func_342_a,*,*,isBoundingBoxInFrustum,"Returns true if the bounding box is inside all 6 clipping planes, otherwise returns false."
Render,func_151_a,*,*,loadTexture,"loads the specified texture"
NoiseGeneratorPerlin,func_803_a,*,*,grad,"*"
NoiseGeneratorPerlin,func_802_a,*,*,generateNoise,"*"
NoiseGeneratorOctaves,func_807_a,*,*,generateNoiseOctaves,"*"
NoiseGeneratorPerlin,func_804_b,*,*,lerp,"*"
TexturedQuad,func_809_a,*,*,flipFace,"*"
TexturedQuad,func_808_a,*,*,draw,"*"
NBTBase,func_739_a,*,*,createTagOfType,"Creates and returns a new tag of the specified type, or null if invalid."
NBTBase,func_738_a,*,*,writeTag,"Writes the specified tag to the given DataOutput, writing the type byte, the UTF string key and then calling the tag to write its data."
NBTTagFloat,func_735_a,*,*,writeTagContents,"Write the actual data contents of the tag, implemented in NBT extension classes"
NBTBase,func_734_b,*,*,readTag,"Reads and returns a tag from the given DataInput, or the End tag if no tag could be read."
NBTBase,func_737_b,*,*,getKey,"Gets the key corresponding to the tag, or an empty string if none set."
NBTTagFloat,func_736_a,*,*,readTagContents,"Read the actual data contents of the tag, implemented in NBT extension classes"
NBTBase,func_731_b,*,*,getTagName,"Returns the string name of a tag with the specified type, or 'UNKNOWN' if invalid."
NBTTagFloat,func_733_a,*,*,getType,"Gets the type byte for the tag."
RenderGlobal,func_937_b,*,*,markBlockRangeNeedsUpdate,"Marks the blocks as needing an update with the renderer. Args: minX, minY, minZ, maxX, maxY, maxZ"
RenderGlobal,func_936_e,*,*,updateAllRenderers,"Setups all the renderers to get updated."
RenderGlobal,func_935_a,*,*,doNothingWithTileEntity,"In all implementations, this method does nothing."
RenderGlobal,func_934_a,*,*,markBlockAndNeighborsNeedsUpdate,"Will mark the block and neighbors that their renderers need an update (could be all the same renderer potentially) Args: x, y, z"
RenderGlobal,func_933_a,*,*,playRecord,"Plays the specified record. Arg: recordName, x, y, z"
TileEntitySignRenderer,func_932_a,*,*,renderTileEntitySignAt,"*"
TileEntityMobSpawnerRenderer,func_931_a,*,*,renderTileEntityMobSpawner,"*"
TileEntityMobSpawnerRenderer,func_930_a,*,*,renderTileEntityAt,"*"
RenderGlobal,func_939_a,*,*,spawnParticle,"Spawns a particle. Arg: particleType, x, y, z, velX, velY, velZ"
RenderGlobal,func_938_b,*,*,releaseEntitySkin,"Decrement the reference counter for this entity's skin image data"
GuiDisableButton,func_22069_a,*,*,mouseClicked,"Args: x, y, buttonClicked"
GuiDisableButton,func_22068_a,*,*,setText,"Sets the text of the textbox."
GuiDisableButton,func_22067_c,*,*,drawTextBox,"Draws the textbox"
GuiDisableButton,func_22066_a,*,*,setMaxStringLength,"*"
GuiUnused,func_6448_a,*,*,initGui,"Adds the buttons (and other controls) to the screen in question."
GuiScreen,func_6449_h,*,*,onGuiClosed,"Called when the screen is unloaded. Used to disable keyboard repeat events"
GuiScreen,func_6447_a,*,*,setWorldAndResolution,"Causes the screen to lay out its subcomponents again. This is the equivalent of the Java call Container.validate()"
GuiIngame,func_555_a,*,*,updateTick,"The update tick for the ingame UI"
GuiIngame,func_554_a,*,*,renderInventorySlot,"Renders the specified item of the inventory slot at the specified location. Args: slot, x, y, partialTick"
Gui,func_550_b,*,*,drawTexturedModalRect,"Draws a textured rectangle at the stored z-value."
ItemStack,func_1088_b,*,*,getIconIndex,"Returns the icon index of the current stack."
EntityLiving,func_417_b,*,*,updateRotation,"Arguments: current rotation, intended rotation, max increment."
EntityRenderer,func_4138_g,*,*,orientCamera,"sets up player's eye (or camera in third person mode)"
EntityRenderer,func_4139_a,*,*,setupCameraTransform,"sets up projection, view effects, camera position/rotation"
EntityRenderer,func_4134_c,*,*,renderWorld,"*"
EntityRenderer,func_4136_b,*,*,updateCameraAndRender,"Will update any inputs that effect the camera angle (mouse) and then render the world and GUI"
EntityRenderer,func_4137_h,*,*,updateFogColor,"calculates fog and calls glClearColor"
Material,func_4130_f,*,*,setBurning,"Set the canBurn bool to True and return the current object."
ItemRenderer,func_4132_a,*,*,renderItem,"Renders the item stack for being in an entity's hand Args: itemStack"
ItemRenderer,func_4133_a,*,*,renderItemInFirstPerson,"Renders the active item in the player's hand when in first person mode. Args: partialTickTime"
GuiScreen,func_574_c,*,*,getClipboardString,"Returns a string stored in the system clipboard."
ItemStack,func_1090_a,*,*,useItem,"Uses the item stack by the player. Gives the coordinates of the block its being used against and the side. Args: player, world, x, y, z, side"
ItemStack,func_1091_a,*,*,getItem,"Returns the object corresponding to the stack."
ItemStack,func_1092_a,*,*,hitEntity,"Calls the corresponding fct in di"
ItemStack,func_1093_a,*,*,useItemRightClick,"Called whenever this item stack is equipped and right clicked. Returns the new item stack to put in the position where this item is. Args: world, player"
ItemStack,func_1094_d,*,*,getMaxDamage,"Returns the max damage an item in the stack can take."
ItemStack,func_1095_a,*,*,getDamageVsEntity,"Returns the damage against a given entity."
ItemStack,func_1096_b,*,*,readFromNBT,"Read the stack fields from a NBT object."
ItemStack,func_1098_a,*,*,getStrVsBlock,"Returns the strength of the stack against a given block."
ItemStack,func_1099_b,*,*,canHarvestBlock,"Checks if the itemStack object can harvest a specified block"
DataWatcher,func_21129_b,*,*,updateObject,"updates an already existing object"
DataWatcher,func_21128_a,*,*,writeWatchableObject,"*"
BlockStairs,func_230_a,*,*,getCollidingBoundingBoxes,"Adds to the supplied array any colliding bounding boxes with the passed in bounding box. Args: world, x, y, z, axisAlignedBB, arrayList"
BlockPressurePlate,func_231_b,*,*,isPoweringTo,"Is this block powering the block on the specified side"
BlockLeaves,func_232_a,*,*,getBlockTextureFromSideAndMetadata,"From the specified side and block metadata retrieves the blocks texture. Args: side, metadata"
BlockRedstoneOre,func_233_b,*,*,onBlockClicked,"Called when the block is clicked by a player. Args: x, y, z, entityPlayer"
BlockPortal,func_234_g,*,*,getRenderBlockPass,"Returns which pass should this block be rendered on. 0 for solids and 1 for alpha"
BlockPressurePlate,func_235_e,*,*,onBlockAdded,"Called whenever the block is added into the world. Args: world, x, y, z"
GuiContainer,func_588_a,*,*,getSlotAtPosition,"Returns the slot at the given coordinates or null if there is none."
Packet7,func_327_a,*,*,readPacketData,"Abstract. Reads the raw packet data from the data stream."
BlockPortal,func_238_a,*,*,setBlockBoundsBasedOnState,"Updates the blocks bounds based on its current state. Args: world, x, y, z"
GuiDispenser,func_587_j,*,*,drawGuiContainerForegroundLayer,"Draw the foreground layer for the GuiContainer (everythin in front of the items)"
GuiSelectWorld,func_584_c,*,*,selectWorld,"Gets the selected world."
GuiSelectWorld,func_585_j,*,*,initGui2,"Adds the 'delete world' and 'cancel' buttons to the screen"
GuiConnecting,func_582_a,*,*,setNetClientHandler,"Sets the NetClientHandler."
GuiUnused,func_580_a,*,*,keyTyped,"Fired when a key is typed. This is the equivalent of KeyListener.keyTyped(KeyEvent e)."
GuiConnecting,func_581_a,*,*,isCancelled,"Returns true if the connection attempt has been cancelled, false otherwise."
World,func_637_a,*,*,getEntityPathToXYZ,"Returns a path between an entity and XYZ coords"
Packet7,func_322_a,*,*,writePacketData,"Abstract. Writes the raw packet data to the data stream."
Item,func_21013_d,*,*,setMaxDamage,"set max damage of an Item"
ItemCloth,func_21011_b,*,*,getItemNameIS,"*"
Item,func_21010_e,*,*,getHasSubtypes,"*"
Item,func_21017_a,*,*,setContainerItem,"*"
Item,func_21016_h,*,*,getContainerItem,"*"
Item,func_21015_a,*,*,setHasSubtypes,"*"
NetClientHandler,func_837_a,*,*,handleFlying,"*"
NetClientHandler,func_834_a,*,*,handleCollect,"*"
NetClientHandler,func_835_a,*,*,handleVehicleSpawn,"*"
NetClientHandler,func_832_a,*,*,handlePickupSpawn,"*"
NetClientHandler,func_833_a,*,*,handleMapChunk,"*"
NetClientHandler,func_838_a,*,*,handleHandshake,"*"
NetClientHandler,func_839_a,*,*,handleDestroyEntity,"*"
WorldInfo,func_22302_j,*,*,getWorldName,"Get current world name"
WorldInfo,func_22303_h,*,*,getPlayerNBTTagCompound,"Returns the player's NBTTagCompound to be loaded"
WorldInfo,func_22300_e,*,*,getSpawnZ,"Returns the z spawn position"
WorldInfo,func_22301_l,*,*,getLastTimePlayed,"Return the last time the player was in this world."
WorldInfo,func_22306_g,*,*,getSizeOnDisk,"*"
WorldInfo,func_22307_a,*,*,setWorldTime,"Set current world time"
WorldInfo,func_22304_f,*,*,getWorldTime,"Get current world time"
WorldInfo,func_22305_a,*,*,getNBTTagCompoundWithPlayer,"Generates the NBTTagCompound for the world info plus the provided entity list. Arg: entityList"
WorldInfo,func_22308_b,*,*,setSpawnY,"Sets the y spawn position"
WorldInfo,func_22309_a,*,*,setPlayerNBTTagCompound,"Sets the player's NBTTagCompound to be loaded."
EntityArrow,func_408_a,*,*,setArrowHeading,"Uses the provided coordinates as a heading and determines the velocity from it with the set force and random variance. Args: x, y, z, force, forceVariation"
ScaledResolution,func_902_b,*,*,getScaledHeight,"*"
ScaledResolution,func_903_a,*,*,getScaledWidth,"*"
NextTickListEntry,func_900_a,*,*,setScheduledTime,"Sets the scheduled time for this tick entry"
Timer,func_904_a,*,*,updateTimer,"Updates all fields of the Timer using the current time"
PlayerController,func_6471_a,*,*,sendUseItem,"Notifies the server of things like consuming food, etc..."
PlayerController,func_6470_c,*,*,sendBlockRemoving,"Notifies the server of your progress in removing a block"
WorldProviderHell,func_6477_d,*,*,canRespawnHere,"True if the player can respawn in this dimension (true = overworld, false = nether)."
PlayerController,func_6476_a,*,*,flipPlayer,"Flips the player around. Args: player"
PlayerController,func_6474_c,*,*,updateController,"*"
Minecraft,func_6271_a,*,*,startGame,"Starts the game: initializes the canvas, the title, the settings, etcetera."
Minecraft,func_6270_h,*,*,toggleFullscreen,"Toggles fullscreen mode."
Minecraft,func_6273_f,*,*,setIngameNotInFocus,"Resets the player keystate, disables the ingame focus, and ungrabs the mouse cursor."
Minecraft,func_6272_a,*,*,displayGuiScreen,"Sets the argument GuiScreen as the main (topmost visible) screen."
BlockRedstoneOre,func_250_a,*,*,blockActivated,"Called upon block activation (left or right click on the block.). The three integers represent x,y,z of the block."
Item,func_21009_c,*,*,setMaxStackSize,"*"
EntityGhast,func_6389_d,*,*,getLivingSound,"Returns the sound this mob makes while it's alive."
NBTTagCompound,func_749_a,*,*,setShort,"Stores a new NBTTagShort with the given short value into the map with the given string key."
TexturePackCustom,func_6492_b,*,*,truncateString,"Truncates the specified string to 34 characters in length and returns it."
World,func_4081_a,*,*,getChunkProvider,"*"
ClippingHelperImplementation,func_1153_b,*,*,init,"*"
ClippingHelper,func_1152_a,*,*,isBoxInFrustum,"Returns true if the box is inside all 6 clipping planes, otherwise returns false."
ClippingHelperImplementation,func_1155_a,*,*,getInstance,"Initialises the ClippingHelper object then returns an instance of it."
ClippingHelperImplementation,func_1154_a,*,*,normalize,"Normalize the frustum."
RenderHelper,func_1159_a,*,*,disableStandardItemLighting,"Disables the OpenGL lighting properties enabled by enableStandardItemLighting"
RenderHelper,func_1158_b,*,*,enableStandardItemLighting,"Sets the OpenGL lighting properties to the values used when rendering blocks as items"
BlockCactus,func_223_g,*,*,canBlockStay,"Can this block stay at this position.  Similar to canPlaceBlockAt except gets checked often with plants."
GuiContainer,func_590_a,*,*,drawSlotInventory,"Draws an inventory slot"
LoadingScreenRenderer,func_593_a,*,*,setLoadingProgress,"Updates the progress bar on the loading screen to the specified amount. Args: loadProgress"
BlockSnow,func_220_a_,*,*,harvestBlock,"Called when the player destroys a block with an item that can harvest it"
BlockStairs,func_227_a,*,*,getExplosionResistance,"Returns how much this block can resist explosions from the passed in entity."
BlockPortal,func_226_a,*,*,onNeighborBlockChange,"Lets the block know when one of its neighbor changes. Doesn't know which neighbor changed (coordinates passed are their own) Args: x, y, z, neighbor blockID"
LoadingScreenRenderer,func_596_a,*,*,printText,"*"
ChunkCache,func_599_f,*,*,getBlockMaterial,"Returns the block's material."
ChunkCache,func_598_c,*,*,getLightBrightness,"Returns how bright the block is shown as which is the block's light value looked up in a lookup table (light values aren't linear for brihgtness). Args: x, y, z"
BlockPortal,func_229_a,*,*,quantityDropped,"Returns the quantity of items to drop on block destruction."
BlockPressurePlate,func_228_c,*,*,isIndirectlyPoweringTo,"Is this block indirectly powering the block on the specified side"
EntitySkeleton,func_21066_o,*,*,setDropAmount,"used to calculate how many of an item a mob will drop on death (default 1-3)"
EntityWaterMob,func_21067_c_,*,*,canBreatheUnderwater,"*"
BlockFluids,func_257_a,*,*,velocityToAddToEntity,"Can add to the passed in vector for a movement vector to be applied to the entity. Args: x, y, z, entity, vec3d"
Entity,func_21061_O,*,*,getDataWatcher,"*"
StringTranslate,func_20163_a,*,*,translateKey,"Translate a key to current language."
NetClientHandler,func_829_a,*,*,handleEntityTeleport,"*"
NetClientHandler,func_828_a,*,*,handleMobSpawn,"*"
SpawnerAnimals,func_21204_a,*,*,creatureSpecificInit,"determines if a skeleton spawns on a spider, and if a sheep is a different color"
EnumToolMaterial,func_21205_c,*,*,getDamageVsEntity,"Damage versus entities."
SpawnerAnimals,func_21203_a,*,*,canCreatureTypeSpawnAtLocation,"Returns whether or not the specified creature type can spawn at the specified location."
FurnaceRecipes,func_21200_a,*,*,smelting,"Used to call methods addSmelting and getSmeltingResult."
NetHandler,func_821_a,*,*,handleBlockDig,"*"
NetClientHandler,func_820_a,*,*,handleNamedEntitySpawn,"*"
NetClientHandler,func_823_a,*,*,handleErrorMessage,"*"
NetClientHandler,func_822_a,*,*,handleBlockChange,"*"
NetClientHandler,func_825_a,*,*,handleArmAnimation,"*"
NetClientHandler,func_824_a,*,*,handleMultiBlockChange,"*"
EnumToolMaterial,func_21208_d,*,*,getHarvestLevel,"The level of material this tool can harvest (3 = DIAMOND, 2 = IRON, 1 = STONE, 0 = IRON/GOLD)"
NetClientHandler,func_826_a,*,*,handlePreChunk,"*"
ChunkProviderGenerate,func_4062_a,*,*,replaceBlocksForBiome,"Replaces the stone that was placed in with blocks that match the biome"
GuiIngame,func_4063_a,*,*,renderPumpkinBlur,"*"
TileEntityNote,func_21095_a,*,*,changePitch,"change pitch by -> (currentPitch + 1) % 25"
GuiIngame,func_4064_a,*,*,renderVignette,"Renders the vignette. Args: vignetteBrightness, width, height"
EntityCreeper,func_419_b,*,*,onDeath,"Called when the mob's health reaches 0."
EntityRenderer,func_917_f,*,*,setupViewBobbing,"Setups all the GL settings for view bobbing. Args: partialTickTime"
EntityRenderer,func_916_c,*,*,addRainParticles,"*"
EntityRenderer,func_911_a,*,*,updateRenderer,"Updates the entity renderer"
EntityRenderer,func_910_a,*,*,getMouseOver,"Finds what block or object the mouse is over at the specified partial tick time. Args: partialTickTime"
NBTBase,func_732_a,*,*,setKey,"Sets the key for this tag and returns this for convenience."
ModelZombie,func_863_a,*,*,setRotationAngles,"Sets the models various rotation angles."
PlayerController,func_6467_a,*,*,setPartialTime,"*"
PlayerController,func_6469_d,*,*,shouldDrawHUD,"*"
Minecraft,func_6263_a,*,*,changeWorld2,"Changes the world with given message, no player."
Minecraft,func_6260_j,*,*,isMultiplayerWorld,"Checks if the current world is a multiplayer world, returns true if it is, false otherwise."
Minecraft,func_6261_a,*,*,changeWorld1,"Changes the world, no message, no player."
Minecraft,func_6266_c,*,*,shutdownMinecraftApplet,"Shuts down the minecraft applet by stopping the resource downloads, and clearing up GL stuff; called when the application (or web page) is exited."
Minecraft,func_6267_r,*,*,getOs,"*"
Minecraft,func_6264_a,*,*,getAppDir,"gets the working dir (OS specific) for the specific application (which is always minecraft)"
Minecraft,func_6265_t,*,*,clickMiddleMouseButton,"Called when the middle mouse button gets clicked"
Minecraft,func_6268_a,*,*,installResource,"Installs a resource. Currently only sounds are download so this method just adds them to the SoundManager."
EntityGhast,func_6394_f_,*,*,getHurtSound,"Returns the sound this mob makes when it is hurt."
EntityLiving,func_6392_F,*,*,unusedEntityMethod,"is empty but called in onEntityUpdate()"
EntityGhast,func_6393_h,*,*,getSoundVolume,"Returns the volume for the sounds this mob makes."
EntityGhast,func_6390_f,*,*,getDeathSound,"Returns the sound this mob makes on death."
EntityGhast,func_6391_i,*,*,getMaxSpawnedInChunk,"Will return how many at most can spawn in a chunk at once."
TexturePackBase,func_6483_c,*,*,bindThumbnailTexture,"binds the texture corresponding to the pack's thumbnail image"
TexturePackBase,func_6480_b,*,*,closeTexturePackFile,"Closes the zipfile associated to this texture pack. Does nothing for the default texture pack."
EntityPlayerSP,func_9372_a_,*,*,setHealth,"Updates health locally."
EntityClientPlayerMP,func_9375_Q,*,*,sendInventoryChanged,"Send a inventory changed message to the server if the current inventory has been modified."
CompressedStreamTools,func_1143_a,*,*,writeGzippedCompoundToOutputStream,"Write the compound, gzipped, to the outputstream."
RecipesArmor,func_1148_a,*,*,addRecipes,"Adds the armor recipes to the CraftingManager."
Item,func_20010_a,*,*,setIconCoord,"*"
Item,func_20011_a,*,*,setItemName,"set name of item from language file"
Block,func_20013_i,*,*,getBlockName,"*"
Tessellator,func_984_b,*,*,setTranslationD,"Sets the translation for all vertices in the current draw call. (D suffix indicates double parameters)"
Entity,func_9281_M,*,*,setBeenAttacked,"Sets that this entity has been attacked."
EntityBoat,func_9280_g,*,*,performHurtAnimation,"Setups the entity to do the hurt animation. Only used by packets in multiplayer."
EntityLiving,func_9282_a,*,*,handleHealthUpdate,"*"
GuiScreen,func_579_b,*,*,drawBackground,"Draws the background (i is always 0 as of 1.2.2)"
GuiScreen,func_578_i,*,*,drawDefaultBackground,"Draws either a gradient over the background screen (when it exists) or a flat gradient over background.png"
BlockJukeBox,func_216_a,*,*,dropBlockAsItemWithChance,"Drops the block items with a specified chance of dropping the specified items"
BlockPortal,func_217_b,*,*,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
BlockLeaves,func_214_b,*,*,onBlockRemoval,"Called whenever the block is removed."
Block,func_215_a,*,*,setLightValue,"Sets the amount of light emitted by a block from 0.0f to 1.0f (converts internally to 0-15). Returns the object for convenience in constructing."
Block,func_213_a,*,*,setBlockBounds,"Sets the bounds of the block.  minX, minY, minZ, maxX, maxY, maxZ"
BlockLadder,func_210_f,*,*,getRenderType,"The type of render function that is called for this block"
BlockChest,func_211_a,*,*,getBlockTexture,"Retrieves the block texture to use based on the display side. Args: iBlockAccess, x, y, z, side"
BlockChest,func_218_a,*,*,getBlockTextureFromSide,"Returns the block texture based on the side being looked at.  Args: side"
Block,func_219_b,*,*,setResistance,"Sets the the blocks resistance to explosions. Returns the object for convenience in constructing."
ChunkProviderLoadOrGenerate,func_21110_c,*,*,setCurrentChunkOver,"This is the chunk that the player is currently standing over. Args: chunkX, chunkZ"
ChunkProviderLoadOrGenerate,func_21111_d,*,*,canChunkExist,"Checks if the chunk coordinate could actually be stored within the chunk cache. Args: chunkX, chunkZ"
World,func_692_l,*,*,removeBlockTileEntity,"Removes the TileEntity for a given block in X,Y,Z coordinates"
World,func_693_a,*,*,setChunkData,"sets the data for a chunk from a map packet"
World,func_690_d,*,*,setBlockWithNotify,"Sets a block and notifies relevant systems with the block change  Args: x, y, z, blockID"
World,func_691_b,*,*,setBlockMetadataWithNotify,"Sets the blocks metadata and if set will then notify blocks that this block changed. Args: x, y, z, metadata"
World,func_697_a,*,*,getCollidingBoundingBoxes,"Returns a list of bounding boxes that collide with aabb excluding the passed in entity's collision. Args: entity, aabb"
World,func_694_a,*,*,spawnParticle,"Spawns a particle.  Args particleName, x, y, z, velX, velY, velZ"
World,func_695_a,*,*,canBlockBePlacedAt,"Returns true if the specified block can be placed at the given coordinates, optionally making sure there are no entities in the way.  Args: blockID, x, y, z, ignoreEntities"
EntitySheep,func_21074_p_,*,*,getFleeceColor,"*"
World,func_699_a,*,*,getBlockLightValue_do,"Gets the light value of a block location. This is the actual function that gets the value and has a bool flag that indicates if its a half step block to get the maximum light value of a direct neighboring block (left, right, forward, back, and up)"
EntitySheep,func_21071_b_,*,*,setFleeceColor,"*"
EntitySheep,func_21073_a,*,*,setSheared,"make a sheep sheared if set to true"
EntityPlayer,func_450_a,*,*,getCurrentPlayerStrVsBlock,"Returns how strong the player is against the specified block at this moment"
EntityPlayerSP,func_452_a,*,*,displayGUIChest,"Displays the GUI for interacting with a chest inventory. Args: chestInventory"
EntityPlayerSP,func_453_a,*,*,displayGUIFurnace,"Displays the furnace GUI for the passed in furnace entity. Args: tileEntityFurnace"
EntityPlayer,func_454_b,*,*,canHarvestBlock,"Checks if the player has the ability to harvest a block (checks current inventory item for a tool if necessary)"
EntityPlayer,func_457_w,*,*,swingItem,"Swings the item the player is holding."
EntityPlayerSP,func_458_k,*,*,resetPlayerKeyState,"Resets the movement key states for the player to not pressed."
World,func_678_c,*,*,releaseEntitySkin,"Decrement the reference counter for this entity's skin image data"
World,func_679_f,*,*,getStarBrightness,"How bright are stars in the sky"
World,func_670_a,*,*,playRecord,"Plays a record at the specified coordinates of the specified name. Args: recordName, x, y, z"
RenderManager,func_855_a,*,*,getEntityRenderObject,"*"
World,func_672_b,*,*,removeWorldAccess,"Removes a worldAccess from the worldAccesses object"
World,func_673_a,*,*,getChunkFromBlockCoords,"Returns a chunk looked up by block coordinates. Args: x, z"
FontRenderer,func_872_a,*,*,renderString,"The actual rendering takes place here."
RenderManager,func_853_a,*,*,renderEntityWithPosYaw,"Renders the specified entity with the passed in position, yaw, and partialTickTime. Args: entity, x, y, z, yaw, partialTickTime"
FontRenderer,func_873_b,*,*,drawString,"Draws the specified string."
FontRenderer,func_871_a,*,*,getStringWidth,"Returns the width of this string. Equivalent of FontMetrics.stringWidth(String s)."
World,func_658_i,*,*,getLoadedEntityList,"Accessor for world Loaded Entity List"
MaterialLogic,func_878_a,*,*,isSolid,"*"
Material,func_879_d,*,*,getIsLiquid,"Returns if blocks of these materials are liquids."
Minecraft,func_6257_q,*,*,loadScreen,"Displays a new screen."
Minecraft,func_6256_a,*,*,changeWorld,"first argument is the world to change to, second one is a loading message and the third the player itself"
Minecraft,func_6253_a,*,*,startMainThread,"*"
Minecraft,func_6252_g,*,*,displayInGameMenu,"Displays the ingame menu"
Minecraft,func_6250_c,*,*,checkGLError,"Checks for an OpenGL error. If there is one, prints the error ID and error string."
Minecraft,func_6259_e,*,*,setIngameFocus,"Will set the focus to ingame if the Minecraft window is the active with focus. Also clears any GUI screen currently displayed"
Minecraft,func_6258_a,*,*,setServer,"*"
RenderLiving,func_4013_a,*,*,setRenderPassModel,"Sets the model to be used in the current render pass (the first render pass is done after the primary model is rendered) Args: model"
MCHashTable,func_1061_a,*,*,addKey,"Adds a key and associated value to this map"
Item,func_4016_e,*,*,setFull3D,"Sets bFull3D to True and return the object."
RenderPlayer,func_4015_a,*,*,renderSpecials,"Method for adding special render rules"
MCHashTable,func_1062_a,*,*,getSlotIndex,"Computes the index of the slot for the hash and slot count passed in."
Block,func_20012_a,*,*,setBlockName,"set name of block from language file"
EntityPlayer,func_373_s,*,*,getEyeHeight,"*"
EntityBoat,func_372_f_,*,*,getBoundingBox,"returns the bounding box for this entity"
AxisAlignedBB,func_1177_b,*,*,expand,"Returns a bounding box expanded by the specified vector (if negative numbers are given it will shrink). Args: x, y, z"
AxisAlignedBB,func_1176_c,*,*,isVecInXY,"Checks if the specified vector is within the XY dimensions of the bounding box. Args: Vec3D"
AxisAlignedBB,func_1174_d,*,*,offset,"Offsets the current bounding box by the specified coordinates. Args: x, y, z"
